,time,battery_id,battery_state,charge_left,current,gps_accuracy,latitude,longitude,soc,soh,speed,temperature,utc,voltage,latency,time_delay,utc_delay
0,2023-01-13 11:39:06.190,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.637726333333333,-0.0982276666666666,100.0,99.0,0.0,30.0,2023-01-13 11:38:53,71.0,0.21983333333333333,,
1,2023-01-13 11:41:07.556,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.6377325,-0.0981968333333333,100.0,99.0,,30.0,2023-01-13 11:41:02,71.0,0.0926,2.0227666666666666,2.15
2,2023-01-13 11:42:08.578,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.637721833333333,-0.0982073333333333,100.0,99.0,0.0,30.0,2023-01-13 11:42:02,71.0,0.10963333333333333,1.0170333333333332,1.0
3,2023-01-13 11:42:14.692,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.6377215,-0.0982085,100.0,99.0,0.0,30.0,2023-01-13 11:42:12,71.0,0.04486666666666667,0.1019,0.16666666666666666
4,2023-01-13 11:43:15.748,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.637722666666667,-0.0982115,100.0,99.0,0.0,30.0,2023-01-13 11:43:03,71.0,0.21246666666666666,1.0176,0.85
5,2023-01-13 11:47:17.257,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.637725333333333,-0.098217,100.0,99.0,0.0,30.0,2023-01-13 11:47:12,71.0,0.08761666666666666,4.02515,4.15
6,2023-01-13 11:48:18.202,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.637718166666667,-0.0982175,100.0,99.0,0.0,30.0,2023-01-13 11:48:12,71.0,0.10336666666666666,1.01575,1.0
7,2023-01-13 11:49:14.409,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.637714666666667,-0.0982186666666666,100.0,99.0,0.0,30.0,2023-01-13 11:49:08,71.0,0.10681666666666666,0.9367833333333333,0.9333333333333333
8,2023-01-13 11:50:10.595,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.637710666666667,-0.0982176666666666,100.0,99.0,0.0,30.0,2023-01-13 11:49:59,71.0,0.19325,0.9364333333333333,0.85
9,2023-01-13 11:51:26.040,TEMBDDPB244A0104,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,30.0,2000-01-01 00:00:14,71.0,12115431.200666666,1.2574166666666666,-12115429.75
10,2023-01-13 11:51:56.962,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.637686,-0.0981386666666666,100.0,99.0,0.0,30.0,2023-01-13 11:51:55,71.0,0.0327,0.5153666666666666,12115431.683333334
11,2023-01-13 11:52:57.916,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.637689833333333,-0.0981371666666666,100.0,99.0,0.0,30.0,2023-01-13 11:52:55,71.0,0.0486,1.0159,1.0
12,2023-01-13 11:53:59.102,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.637707666666667,-0.0981291666666666,100.0,99.0,0.0,30.0,2023-01-13 11:53:55,71.0,0.06836666666666667,1.0197666666666667,1.0
13,2023-01-13 11:55:00.134,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.637710333333334,-0.0981318333333333,100.0,99.0,0.0,30.0,2023-01-13 11:54:55,71.0,0.08556666666666667,1.0171999999999999,1.0
14,2023-01-13 11:56:01.180,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.6377125,-0.0981318333333333,100.0,99.0,0.0,30.0,2023-01-13 11:55:55,71.0,0.103,1.0174333333333334,1.0
15,2023-01-13 11:56:57.119,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.637714,-0.0981356666666666,100.0,99.0,0.0,30.0,2023-01-13 11:56:55,71.0,0.03531666666666667,0.9323166666666667,1.0
16,2023-01-13 11:57:08.103,TEMBDDPB244A0104,DISCHARGING,65535.0,4106.0,A,5.637714333333333,-0.0981365,100.0,99.0,0.0,30.0,2023-01-13 11:57:05,70.0,0.05171666666666667,0.18306666666666666,0.16666666666666666
17,2023-01-13 11:58:14.159,TEMBDDPB244A0104,DISCHARGING,65535.0,43.0,A,5.637721333333333,-0.0981395,100.0,99.0,0.0,31.0,2023-01-13 11:58:11,71.0,0.052649999999999995,1.1009333333333333,1.1
18,2023-01-13 11:59:15.359,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.6377215,-0.0981376666666666,100.0,99.0,0.0,31.0,2023-01-13 11:59:11,71.0,0.07265,1.02,1.0
19,2023-01-13 12:00:16.188,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.637719,-0.098137,100.0,99.0,0.0,31.0,2023-01-13 12:00:11,71.0,0.08646666666666666,1.0138166666666666,1.0
20,2023-01-13 12:01:17.261,TEMBDDPB244A0104,DISCHARGING,65535.0,43.0,A,5.637722666666667,-0.0981405,100.0,99.0,0.0,31.0,2023-01-13 12:01:11,71.0,0.10435,1.0178833333333333,1.0
21,2023-01-13 12:02:13.478,TEMBDDPB244A0104,DISCHARGING,65535.0,37.0,A,5.637727833333333,-0.0981398333333333,100.0,99.0,0.0,31.0,2023-01-13 12:02:11,71.0,0.0413,0.93695,1.0
22,2023-01-13 12:03:14.445,TEMBDDPB244A0104,DISCHARGING,65535.0,350.0,A,5.637722166666666,-0.0981933333333333,100.0,99.0,,31.0,2023-01-13 12:03:11,70.0,0.057416666666666664,1.0161166666666666,1.0
23,2023-01-13 12:04:16.311,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.637814,-0.0981723333333333,100.0,99.0,0.0,31.0,2023-01-13 12:04:11,70.0,0.08851666666666666,1.0311,1.0
24,2023-01-13 12:05:18.203,TEMBDDPB244A0104,DISCHARGING,65535.0,58.0,A,5.637705333333333,-0.0981796666666666,100.0,99.0,,31.0,2023-01-13 12:05:11,70.0,0.12005,1.0315333333333334,1.0
25,2023-01-13 12:06:14.386,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.637756166666667,-0.098122,100.0,99.0,0.0,31.0,2023-01-13 12:06:11,70.0,0.056433333333333335,0.9363833333333333,1.0
26,2023-01-13 12:07:15.359,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.637759166666667,-0.0981153333333333,100.0,99.0,0.0,31.0,2023-01-13 12:07:11,70.0,0.07265,1.0162166666666665,1.0
27,2023-01-13 12:07:31.319,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.637758666666667,-0.0981148333333333,100.0,99.0,0.0,31.0,2023-01-13 12:07:29,70.0,0.03865,0.266,0.3
28,2023-01-13 12:08:32.370,TEMBDDPB244A0104,ON,65535.0,0.0,A,5.637753,-0.0981136666666666,100.0,99.0,0.0,31.0,2023-01-13 12:08:20,70.0,0.20616666666666666,1.0175166666666666,0.85
