time,battery_id,battery_state,charge_left,current,gps_accuracy,latitude,longitude,soc,soh,speed,temperature,utc,voltage
2023-01-14 19:18:38.084,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2000-01-01 00:00:14,71.0
2023-01-14 19:18:58.952,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:18:56,71.0
2023-01-14 19:20:00.052,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 19:25:02.281,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 19:29:58.845,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 19:35:00.245,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 19:40:01.282,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 19:45:02.281,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 19:49:58.843,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 19:55:00.224,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 20:00:01.767,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 20:05:02.778,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 20:09:59.229,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 20:15:00.599,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 20:20:01.888,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 20:25:03.150,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 20:29:59.741,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 20:35:00.624,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 20:40:01.629,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 20:45:03.183,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 20:49:59.651,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 20:55:01.132,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 21:00:02.659,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 21:04:59.130,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 21:10:00.598,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 21:15:02.151,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 21:19:58.604,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 21:24:59.942,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 21:30:01.008,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 21:35:02.558,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 21:39:59.008,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 21:45:00.563,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 21:50:02.033,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 21:54:58.476,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 21:59:59.960,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 22:05:01.532,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 22:10:03.066,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 22:14:59.463,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 22:20:00.929,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 22:25:02.376,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 22:29:58.848,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 22:34:59.922,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 22:40:01.459,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 22:45:02.836,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 22:49:59.438,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 22:55:00.801,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 23:00:02.478,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 23:04:58.883,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 23:10:00.309,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 23:15:01.800,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 23:20:02.773,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 23:24:58.863,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 23:30:00.381,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 23:35:01.767,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
2023-01-14 23:39:58.246,TEMBDDPB244A0118,ON,65535.0,0.0,V,5.600011,-0.190011,100.0,99.0,0.0,27.0,2023-01-14  19:19:48,71.0
