time,battery_id,battery_state,charge_left,current,gps_accuracy,latitude,longitude,soc,soh,speed,temperature,utc,voltage
2023-01-14 23:52:19.087,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2000-01-01 00:00:14,61.0
2023-01-14 23:53:00.076,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-14 23:52:53,61.0
2023-01-14 23:53:56.422,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-14 23:53:53,61.0
2023-01-14 23:58:57.641,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-14 23:58:53,61.0
2023-01-15 00:03:58.930,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 00:03:53,61.0
2023-01-15 00:09:00.150,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 00:08:53,61.0
2023-01-15 00:13:56.491,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 00:13:53,61.0
2023-01-15 00:18:57.590,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 00:18:53,61.0
2023-01-15 00:23:58.956,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 00:23:53,61.0
2023-01-15 00:29:00.388,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 00:28:53,61.0
2023-01-15 00:33:56.484,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 00:33:53,61.0
2023-01-15 00:38:57.641,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 00:38:53,61.0
2023-01-15 00:43:59.181,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 00:43:53,61.0
2023-01-15 00:49:00.468,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 00:48:53,61.0
2023-01-15 00:53:56.911,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 00:53:53,61.0
2023-01-15 00:58:57.877,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 00:58:53,61.0
2023-01-15 01:03:59.104,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 01:03:53,61.0
2023-01-15 01:09:00.567,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 01:08:53,61.0
2023-01-15 01:13:56.798,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 01:13:53,61.0
2023-01-15 01:18:57.917,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 01:18:53,61.0
2023-01-15 01:23:59.432,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 01:23:53,61.0
2023-01-15 01:28:56.034,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 01:28:53,61.0
2023-01-15 01:33:57.595,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 01:33:53,61.0
2023-01-15 01:38:59.084,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 01:38:53,61.0
2023-01-15 01:44:00.489,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 01:43:53,61.0
2023-01-15 01:48:56.774,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 01:48:53,61.0
2023-01-15 01:53:57.929,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 01:53:53,61.0
2023-01-15 01:58:59.476,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 01:58:53,61.0
2023-01-15 02:03:55.760,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 02:03:53,61.0
2023-01-15 02:08:56.735,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 02:08:53,61.0
2023-01-15 02:13:57.829,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 02:13:53,61.0
2023-01-15 02:18:59.386,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 02:18:53,61.0
2023-01-15 02:23:55.709,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 02:23:53,61.0
2023-01-15 02:28:56.762,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 02:28:53,61.0
2023-01-15 02:33:57.960,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 02:33:53,61.0
2023-01-15 02:38:59.179,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 02:38:53,61.0
2023-01-15 02:44:00.172,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 02:43:53,61.0
2023-01-15 02:48:56.003,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 02:48:53,61.0
2023-01-15 02:53:57.146,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 02:53:53,61.0
2023-01-15 02:58:58.340,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 02:58:53,61.0
2023-01-15 03:03:59.655,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 03:03:53,61.0
2023-01-15 03:08:55.584,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 03:08:53,61.0
2023-01-15 03:13:56.525,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 03:13:53,61.0
2023-01-15 03:18:57.709,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 03:18:53,61.0
2023-01-15 03:23:59.326,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 03:23:53,61.0
2023-01-15 03:28:55.574,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 03:28:53,61.0
2023-01-15 03:33:56.455,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 03:33:53,61.0
2023-01-15 03:38:57.858,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 03:38:53,61.0
2023-01-15 03:43:59.135,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 03:43:53,61.0
2023-01-15 03:48:55.636,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 03:48:53,61.0
2023-01-15 03:53:56.840,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 03:53:53,61.0
2023-01-15 03:58:57.681,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 03:58:53,61.0
2023-01-15 04:03:59.082,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 04:03:53,61.0
2023-01-15 04:08:55.001,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 04:08:53,61.0
2023-01-15 04:13:56.147,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 04:13:53,61.0
2023-01-15 04:18:57.060,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 04:18:53,61.0
2023-01-15 04:23:58.492,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 04:23:53,61.0
2023-01-15 04:28:59.329,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 04:28:53,61.0
2023-01-15 04:33:55.389,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 04:33:53,61.0
2023-01-15 04:38:56.522,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 04:38:53,61.0
2023-01-15 04:43:58.024,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 04:43:53,61.0
2023-01-15 04:48:59.471,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 04:48:53,61.0
2023-01-15 04:53:55.432,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 04:53:53,61.0
2023-01-15 04:58:56.331,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 04:58:53,61.0
2023-01-15 05:03:57.588,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 05:03:53,61.0
2023-01-15 05:08:58.977,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 05:08:53,61.0
2023-01-15 05:13:54.927,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 05:13:53,61.0
2023-01-15 05:18:55.812,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 05:18:53,61.0
2023-01-15 05:23:56.840,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 05:23:53,61.0
2023-01-15 05:28:58.025,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 05:28:53,61.0
2023-01-15 05:33:59.244,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 05:33:53,61.0
2023-01-15 05:38:55.279,TEMBDDPB244A0119,ON,65535.0,0.0,V,5.600011,-0.190011,33.0,99.0,0.0,30.0,2023-01-15 05:38:53,61.0
